Id,Id2,Geography,Median_Gross_Rent
0500000US16049,16049,"Idaho County, Idaho",606
0500000US16051,16051,"Jefferson County, Idaho",648
0500000US16053,16053,"Jerome County, Idaho",711
0500000US16055,16055,"Kootenai County, Idaho",837
0500000US16057,16057,"Latah County, Idaho",658
0500000US16059,16059,"Lemhi County, Idaho",556
0500000US16061,16061,"Lewis County, Idaho",599
0500000US16063,16063,"Lincoln County, Idaho",733
0500000US16065,16065,"Madison County, Idaho",641
0500000US16067,16067,"Minidoka County, Idaho",559
0500000US16069,16069,"Nez Perce County, Idaho",664
0500000US16071,16071,"Oneida County, Idaho",530
0500000US16073,16073,"Owyhee County, Idaho",557
0500000US16075,16075,"Payette County, Idaho",668
0500000US16077,16077,"Power County, Idaho",711
0500000US16079,16079,"Shoshone County, Idaho",621
0500000US16081,16081,"Teton County, Idaho",844
0500000US16083,16083,"Twin Falls County, Idaho",704
0500000US16085,16085,"Valley County, Idaho",762
0500000US16087,16087,"Washington County, Idaho",675
0500000US17001,17001,"Adams County, Illinois",572
0500000US17003,17003,"Alexander County, Illinois",358
0500000US17005,17005,"Bond County, Illinois",608
0500000US17007,17007,"Boone County, Illinois",722
0500000US17009,17009,"Brown County, Illinois",569
0500000US17011,17011,"Bureau County, Illinois",640
0500000US17013,17013,"Calhoun County, Illinois",590
0500000US17015,17015,"Carroll County, Illinois",601
0500000US17017,17017,"Cass County, Illinois",594
0500000US17019,17019,"Champaign County, Illinois",814
0500000US17021,17021,"Christian County, Illinois",598
0500000US17023,17023,"Clark County, Illinois",638
0500000US17025,17025,"Clay County, Illinois",508
0500000US17027,17027,"Clinton County, Illinois",779
0500000US17029,17029,"Coles County, Illinois",626
0500000US17031,17031,"Cook County, Illinois",980
0500000US17033,17033,"Crawford County, Illinois",561
0500000US17035,17035,"Cumberland County, Illinois",515
0500000US17037,17037,"DeKalb County, Illinois",860
0500000US17039,17039,"De Witt County, Illinois",577
0500000US17041,17041,"Douglas County, Illinois",653
0500000US17043,17043,"DuPage County, Illinois",1143
0500000US17045,17045,"Edgar County, Illinois",604
0500000US17047,17047,"Edwards County, Illinois",471
0500000US17049,17049,"Effingham County, Illinois",581
0500000US17051,17051,"Fayette County, Illinois",578
0500000US17053,17053,"Ford County, Illinois",611
0500000US17055,17055,"Franklin County, Illinois",590
0500000US17057,17057,"Fulton County, Illinois",607
0500000US17059,17059,"Gallatin County, Illinois",383
0500000US17061,17061,"Greene County, Illinois",607
0500000US17063,17063,"Grundy County, Illinois",929
0500000US17065,17065,"Hamilton County, Illinois",577
0500000US17067,17067,"Hancock County, Illinois",565
0500000US17069,17069,"Hardin County, Illinois",356
0500000US17071,17071,"Henderson County, Illinois",582
0500000US17073,17073,"Henry County, Illinois",596
0500000US17075,17075,"Iroquois County, Illinois",610
0500000US17077,17077,"Jackson County, Illinois",667
0500000US17079,17079,"Jasper County, Illinois",537
0500000US17081,17081,"Jefferson County, Illinois",590
0500000US17083,17083,"Jersey County, Illinois",675
0500000US17085,17085,"Jo Daviess County, Illinois",616
0500000US17087,17087,"Johnson County, Illinois",624
0500000US17089,17089,"Kane County, Illinois",1011
0500000US17091,17091,"Kankakee County, Illinois",820
0500000US17093,17093,"Kendall County, Illinois",1305
0500000US17095,17095,"Knox County, Illinois",576
0500000US17097,17097,"Lake County, Illinois",1069
0500000US17099,17099,"LaSalle County, Illinois",700
0500000US17101,17101,"Lawrence County, Illinois",544
0500000US17103,17103,"Lee County, Illinois",672
0500000US17105,17105,"Livingston County, Illinois",626
0500000US17107,17107,"Logan County, Illinois",624
0500000US17109,17109,"McDonough County, Illinois",630
0500000US17111,17111,"McHenry County, Illinois",1074
0500000US17113,17113,"McLean County, Illinois",780
0500000US17115,17115,"Macon County, Illinois",656
0500000US17117,17117,"Macoupin County, Illinois",618
0500000US17119,17119,"Madison County, Illinois",778
0500000US17121,17121,"Marion County, Illinois",623
0500000US17123,17123,"Marshall County, Illinois",646
0500000US17125,17125,"Mason County, Illinois",608
0500000US17127,17127,"Massac County, Illinois",693
0500000US17129,17129,"Menard County, Illinois",647
0500000US17131,17131,"Mercer County, Illinois",566
0500000US17133,17133,"Monroe County, Illinois",830
0500000US17135,17135,"Montgomery County, Illinois",595
0500000US17137,17137,"Morgan County, Illinois",603
0500000US17139,17139,"Moultrie County, Illinois",622
0500000US17141,17141,"Ogle County, Illinois",674
0500000US17143,17143,"Peoria County, Illinois",713
0500000US17145,17145,"Perry County, Illinois",479
0500000US17147,17147,"Piatt County, Illinois",745
0500000US17149,17149,"Pike County, Illinois",517
0500000US17151,17151,"Pope County, Illinois",455
0500000US17153,17153,"Pulaski County, Illinois",490
0500000US17155,17155,"Putnam County, Illinois",605
0500000US17157,17157,"Randolph County, Illinois",623
0500000US17159,17159,"Richland County, Illinois",533
0500000US17161,17161,"Rock Island County, Illinois",678
0500000US17163,17163,"St. Clair County, Illinois",796
0500000US17165,17165,"Saline County, Illinois",575
0500000US17167,17167,"Sangamon County, Illinois",743
0500000US17169,17169,"Schuyler County, Illinois",523
0500000US17171,17171,"Scott County, Illinois",548
0500000US17173,17173,"Shelby County, Illinois",554
0500000US17175,17175,"Stark County, Illinois",571
0500000US17177,17177,"Stephenson County, Illinois",610
0500000US17179,17179,"Tazewell County, Illinois",682
0500000US17181,17181,"Union County, Illinois",489
0500000US17183,17183,"Vermilion County, Illinois",638
0500000US17185,17185,"Wabash County, Illinois",561
0500000US17187,17187,"Warren County, Illinois",554
0500000US17189,17189,"Washington County, Illinois",615
0500000US17191,17191,"Wayne County, Illinois",552
0500000US17193,17193,"White County, Illinois",542
0500000US17195,17195,"Whiteside County, Illinois",639
0500000US17197,17197,"Will County, Illinois",1039
0500000US17199,17199,"Williamson County, Illinois",649
0500000US17201,17201,"Winnebago County, Illinois",748
0500000US17203,17203,"Woodford County, Illinois",737
0500000US18001,18001,"Adams County, Indiana",545
0500000US18003,18003,"Allen County, Indiana",682
0500000US18005,18005,"Bartholomew County, Indiana",818
0500000US18007,18007,"Benton County, Indiana",680
0500000US18009,18009,"Blackford County, Indiana",593
0500000US18011,18011,"Boone County, Indiana",796
0500000US18013,18013,"Brown County, Indiana",932
0500000US18015,18015,"Carroll County, Indiana",667
0500000US18017,18017,"Cass County, Indiana",617
0500000US18019,18019,"Clark County, Indiana",755
0500000US18021,18021,"Clay County, Indiana",653
0500000US18023,18023,"Clinton County, Indiana",680
0500000US18025,18025,"Crawford County, Indiana",533
0500000US18027,18027,"Daviess County, Indiana",609
0500000US18029,18029,"Dearborn County, Indiana",747
0500000US18031,18031,"Decatur County, Indiana",739
0500000US18033,18033,"DeKalb County, Indiana",657
0500000US18035,18035,"Delaware County, Indiana",691
0500000US18037,18037,"Dubois County, Indiana",605
0500000US18039,18039,"Elkhart County, Indiana",719
0500000US18041,18041,"Fayette County, Indiana",648
0500000US18043,18043,"Floyd County, Indiana",723
0500000US18045,18045,"Fountain County, Indiana",639
0500000US18047,18047,"Franklin County, Indiana",649
0500000US18049,18049,"Fulton County, Indiana",616
0500000US18051,18051,"Gibson County, Indiana",658
0500000US18053,18053,"Grant County, Indiana",650
0500000US18055,18055,"Greene County, Indiana",582
0500000US18057,18057,"Hamilton County, Indiana",1016
0500000US18059,18059,"Hancock County, Indiana",832
0500000US18061,18061,"Harrison County, Indiana",669
0500000US18063,18063,"Hendricks County, Indiana",958
0500000US18065,18065,"Henry County, Indiana",626
0500000US18067,18067,"Howard County, Indiana",646
0500000US18069,18069,"Huntington County, Indiana",672
0500000US18071,18071,"Jackson County, Indiana",700
0500000US18073,18073,"Jasper County, Indiana",733
0500000US18075,18075,"Jay County, Indiana",576
0500000US18077,18077,"Jefferson County, Indiana",680
0500000US18079,18079,"Jennings County, Indiana",696
0500000US18081,18081,"Johnson County, Indiana",849
0500000US18083,18083,"Knox County, Indiana",623
0500000US18085,18085,"Kosciusko County, Indiana",714
0500000US18087,18087,"LaGrange County, Indiana",665
0500000US18089,18089,"Lake County, Indiana",819
0500000US18091,18091,"LaPorte County, Indiana",702
0500000US18093,18093,"Lawrence County, Indiana",637
0500000US18095,18095,"Madison County, Indiana",702
0500000US18097,18097,"Marion County, Indiana",788
0500000US18099,18099,"Marshall County, Indiana",674
0500000US18101,18101,"Martin County, Indiana",521
0500000US18103,18103,"Miami County, Indiana",651
0500000US18105,18105,"Monroe County, Indiana",836
0500000US18107,18107,"Montgomery County, Indiana",654
0500000US18109,18109,"Morgan County, Indiana",754
0500000US18111,18111,"Newton County, Indiana",699
0500000US18113,18113,"Noble County, Indiana",640
0500000US18115,18115,"Ohio County, Indiana",671
0500000US18117,18117,"Orange County, Indiana",580
0500000US18119,18119,"Owen County, Indiana",678
0500000US18121,18121,"Parke County, Indiana",579
0500000US18123,18123,"Perry County, Indiana",608
0500000US18125,18125,"Pike County, Indiana",620
0500000US18127,18127,"Porter County, Indiana",862
0500000US18129,18129,"Posey County, Indiana",666
0500000US18131,18131,"Pulaski County, Indiana",681
0500000US18133,18133,"Putnam County, Indiana",693
0500000US18135,18135,"Randolph County, Indiana",580
0500000US18137,18137,"Ripley County, Indiana",678
0500000US18139,18139,"Rush County, Indiana",630
0500000US18141,18141,"St. Joseph County, Indiana",719
0500000US18143,18143,"Scott County, Indiana",735
0500000US18145,18145,"Shelby County, Indiana",711
0500000US18147,18147,"Spencer County, Indiana",587
0500000US18149,18149,"Starke County, Indiana",679
0500000US18151,18151,"Steuben County, Indiana",674
0500000US18153,18153,"Sullivan County, Indiana",661
0500000US18155,18155,"Switzerland County, Indiana",785
0500000US18157,18157,"Tippecanoe County, Indiana",795
0500000US18159,18159,"Tipton County, Indiana",696
0500000US18161,18161,"Union County, Indiana",650
0500000US18163,18163,"Vanderburgh County, Indiana",716
0500000US18165,18165,"Vermillion County, Indiana",555
0500000US18167,18167,"Vigo County, Indiana",688
0500000US18169,18169,"Wabash County, Indiana",640
0500000US18171,18171,"Warren County, Indiana",753
0500000US18173,18173,"Warrick County, Indiana",771
0500000US18175,18175,"Washington County, Indiana",622
0500000US18177,18177,"Wayne County, Indiana",623
0500000US18179,18179,"Wells County, Indiana",621
0500000US18181,18181,"White County, Indiana",681
0500000US18183,18183,"Whitley County, Indiana",624
0500000US19001,19001,"Adair County, Iowa",553
0500000US19003,19003,"Adams County, Iowa",538
0500000US19005,19005,"Allamakee County, Iowa",554
0500000US19007,19007,"Appanoose County, Iowa",536
0500000US19009,19009,"Audubon County, Iowa",547
0500000US19011,19011,"Benton County, Iowa",593
0500000US19013,19013,"Black Hawk County, Iowa",700
0500000US19015,19015,"Boone County, Iowa",644
0500000US19017,19017,"Bremer County, Iowa",591
0500000US19019,19019,"Buchanan County, Iowa",629
0500000US19021,19021,"Buena Vista County, Iowa",593
0500000US19023,19023,"Butler County, Iowa",566
0500000US19025,19025,"Calhoun County, Iowa",517
0500000US19027,19027,"Carroll County, Iowa",542
0500000US19029,19029,"Cass County, Iowa",569
0500000US19031,19031,"Cedar County, Iowa",670
0500000US19033,19033,"Cerro Gordo County, Iowa",617
0500000US19035,19035,"Cherokee County, Iowa",516
0500000US19037,19037,"Chickasaw County, Iowa",556
0500000US19039,19039,"Clarke County, Iowa",678
0500000US19041,19041,"Clay County, Iowa",594
0500000US19043,19043,"Clayton County, Iowa",574
0500000US19045,19045,"Clinton County, Iowa",620
0500000US19047,19047,"Crawford County, Iowa",541
0500000US19049,19049,"Dallas County, Iowa",910
0500000US19051,19051,"Davis County, Iowa",582
0500000US19053,19053,"Decatur County, Iowa",462
0500000US19055,19055,"Delaware County, Iowa",602
0500000US19057,19057,"Des Moines County, Iowa",637
0500000US19059,19059,"Dickinson County, Iowa",643
0500000US19061,19061,"Dubuque County, Iowa",696
0500000US19063,19063,"Emmet County, Iowa",608
0500000US19065,19065,"Fayette County, Iowa",553
0500000US19067,19067,"Floyd County, Iowa",556
0500000US19069,19069,"Franklin County, Iowa",574
0500000US19071,19071,"Fremont County, Iowa",608
0500000US19073,19073,"Greene County, Iowa",588
0500000US19075,19075,"Grundy County, Iowa",567
0500000US19077,19077,"Guthrie County, Iowa",601
0500000US19079,19079,"Hamilton County, Iowa",638
0500000US19081,19081,"Hancock County, Iowa",551
0500000US19083,19083,"Hardin County, Iowa",567
0500000US19085,19085,"Harrison County, Iowa",639
0500000US19087,19087,"Henry County, Iowa",612
0500000US19089,19089,"Howard County, Iowa",605
0500000US19091,19091,"Humboldt County, Iowa",576
0500000US19093,19093,"Ida County, Iowa",414
0500000US19095,19095,"Iowa County, Iowa",520
0500000US19097,19097,"Jackson County, Iowa",589
0500000US19099,19099,"Jasper County, Iowa",685
0500000US19101,19101,"Jefferson County, Iowa",634
0500000US19103,19103,"Johnson County, Iowa",870
0500000US19105,19105,"Jones County, Iowa",599
0500000US19107,19107,"Keokuk County, Iowa",576
0500000US19109,19109,"Kossuth County, Iowa",579
0500000US19111,19111,"Lee County, Iowa",577
0500000US19113,19113,"Linn County, Iowa",695
0500000US19115,19115,"Louisa County, Iowa",618
0500000US19117,19117,"Lucas County, Iowa",479
0500000US19119,19119,"Lyon County, Iowa",595
0500000US19121,19121,"Madison County, Iowa",818
0500000US19123,19123,"Mahaska County, Iowa",593
0500000US19125,19125,"Marion County, Iowa",647
0500000US19127,19127,"Marshall County, Iowa",650
0500000US19129,19129,"Mills County, Iowa",701
0500000US19131,19131,"Mitchell County, Iowa",535
0500000US19133,19133,"Monona County, Iowa",550
0500000US19135,19135,"Monroe County, Iowa",590
0500000US19137,19137,"Montgomery County, Iowa",609
0500000US19139,19139,"Muscatine County, Iowa",732
0500000US19141,19141,"O'Brien County, Iowa",584
0500000US19143,19143,"Osceola County, Iowa",550
0500000US19145,19145,"Page County, Iowa",564
0500000US19147,19147,"Palo Alto County, Iowa",529
0500000US19149,19149,"Plymouth County, Iowa",585
0500000US19151,19151,"Pocahontas County, Iowa",532
0500000US19153,19153,"Polk County, Iowa",799
0500000US19155,19155,"Pottawattamie County, Iowa",755
0500000US19157,19157,"Poweshiek County, Iowa",640
0500000US19159,19159,"Ringgold County, Iowa",505
0500000US19161,19161,"Sac County, Iowa",534
0500000US19163,19163,"Scott County, Iowa",715
0500000US19165,19165,"Shelby County, Iowa",600
0500000US19167,19167,"Sioux County, Iowa",622
0500000US19169,19169,"Story County, Iowa",772
0500000US19171,19171,"Tama County, Iowa",672
0500000US19173,19173,"Taylor County, Iowa",592
0500000US19175,19175,"Union County, Iowa",593
0500000US19177,19177,"Van Buren County, Iowa",476
0500000US19179,19179,"Wapello County, Iowa",612
0500000US19181,19181,"Warren County, Iowa",748
0500000US19183,19183,"Washington County, Iowa",692
0500000US19185,19185,"Wayne County, Iowa",476
0500000US19187,19187,"Webster County, Iowa",573
0500000US19189,19189,"Winnebago County, Iowa",515
0500000US19191,19191,"Winneshiek County, Iowa",588
0500000US19193,19193,"Woodbury County, Iowa",678
0500000US19195,19195,"Worth County, Iowa",523
0500000US19197,19197,"Wright County, Iowa",568
0500000US20001,20001,"Allen County, Kansas",531
0500000US20003,20003,"Anderson County, Kansas",610
0500000US20005,20005,"Atchison County, Kansas",586
0500000US20007,20007,"Barber County, Kansas",609
0500000US20009,20009,"Barton County, Kansas",591
0500000US20011,20011,"Bourbon County, Kansas",586
0500000US20013,20013,"Brown County, Kansas",517
0500000US20015,20015,"Butler County, Kansas",756
0500000US20017,20017,"Chase County, Kansas",473
0500000US20019,20019,"Chautauqua County, Kansas",608
0500000US20021,20021,"Cherokee County, Kansas",657
0500000US20023,20023,"Cheyenne County, Kansas",564
0500000US20025,20025,"Clark County, Kansas",715
0500000US20027,20027,"Clay County, Kansas",613
0500000US20029,20029,"Cloud County, Kansas",588
0500000US20031,20031,"Coffey County, Kansas",578
0500000US20033,20033,"Comanche County, Kansas",511
0500000US20035,20035,"Cowley County, Kansas",639
0500000US20037,20037,"Crawford County, Kansas",673
0500000US20039,20039,"Decatur County, Kansas",557
0500000US20041,20041,"Dickinson County, Kansas",626
0500000US20043,20043,"Doniphan County, Kansas",574
0500000US20045,20045,"Douglas County, Kansas",859
0500000US20047,20047,"Edwards County, Kansas",490
0500000US20049,20049,"Elk County, Kansas",532
0500000US20051,20051,"Ellis County, Kansas",634
0500000US20053,20053,"Ellsworth County, Kansas",607
0500000US20055,20055,"Finney County, Kansas",689
0500000US20057,20057,"Ford County, Kansas",661
0500000US20059,20059,"Franklin County, Kansas",741
0500000US20061,20061,"Geary County, Kansas",1027
0500000US20063,20063,"Gove County, Kansas",559
0500000US20065,20065,"Graham County, Kansas",474
0500000US20067,20067,"Grant County, Kansas",570
0500000US20069,20069,"Gray County, Kansas",640
0500000US20071,20071,"Greeley County, Kansas",810
0500000US20073,20073,"Greenwood County, Kansas",522
0500000US20075,20075,"Hamilton County, Kansas",553
0500000US20077,20077,"Harper County, Kansas",601
0500000US20079,20079,"Harvey County, Kansas",683
0500000US20081,20081,"Haskell County, Kansas",699
0500000US20083,20083,"Hodgeman County, Kansas",567
0500000US20085,20085,"Jackson County, Kansas",670
0500000US20087,20087,"Jefferson County, Kansas",731
0500000US20089,20089,"Jewell County, Kansas",516
0500000US20091,20091,"Johnson County, Kansas",947
0500000US20093,20093,"Kearny County, Kansas",626
0500000US20095,20095,"Kingman County, Kansas",625
0500000US20097,20097,"Kiowa County, Kansas",502
0500000US20099,20099,"Labette County, Kansas",559
0500000US20101,20101,"Lane County, Kansas",504
0500000US20103,20103,"Leavenworth County, Kansas",883
0500000US20105,20105,"Lincoln County, Kansas",532
0500000US20107,20107,"Linn County, Kansas",630
0500000US20109,20109,"Logan County, Kansas",675
0500000US20111,20111,"Lyon County, Kansas",600
0500000US20113,20113,"McPherson County, Kansas",641
0500000US20115,20115,"Marion County, Kansas",561
0500000US20117,20117,"Marshall County, Kansas",544
0500000US20119,20119,"Meade County, Kansas",655
0500000US20121,20121,"Miami County, Kansas",776
0500000US20123,20123,"Mitchell County, Kansas",531
0500000US20125,20125,"Montgomery County, Kansas",624
0500000US20127,20127,"Morris County, Kansas",619
0500000US20129,20129,"Morton County, Kansas",599
0500000US20131,20131,"Nemaha County, Kansas",532
0500000US20133,20133,"Neosho County, Kansas",589
0500000US20135,20135,"Ness County, Kansas",575
0500000US20137,20137,"Norton County, Kansas",647
0500000US20139,20139,"Osage County, Kansas",628
0500000US20141,20141,"Osborne County, Kansas",455
0500000US20143,20143,"Ottawa County, Kansas",606
0500000US20145,20145,"Pawnee County, Kansas",432
0500000US20147,20147,"Phillips County, Kansas",510
0500000US20149,20149,"Pottawatomie County, Kansas",730
0500000US20151,20151,"Pratt County, Kansas",638
0500000US20153,20153,"Rawlins County, Kansas",582
0500000US20155,20155,"Reno County, Kansas",666
0500000US20157,20157,"Republic County, Kansas",474
0500000US20159,20159,"Rice County, Kansas",516
0500000US20161,20161,"Riley County, Kansas",884
0500000US20163,20163,"Rooks County, Kansas",525
0500000US20165,20165,"Rush County, Kansas",539
0500000US20167,20167,"Russell County, Kansas",537
0500000US20169,20169,"Saline County, Kansas",692
0500000US20171,20171,"Scott County, Kansas",792
0500000US20173,20173,"Sedgwick County, Kansas",731
0500000US20175,20175,"Seward County, Kansas",664
0500000US20177,20177,"Shawnee County, Kansas",738
0500000US20179,20179,"Sheridan County, Kansas",479
0500000US20181,20181,"Sherman County, Kansas",643
0500000US20183,20183,"Smith County, Kansas",459
0500000US20185,20185,"Stafford County, Kansas",579
0500000US20187,20187,"Stanton County, Kansas",567
0500000US20189,20189,"Stevens County, Kansas",647
0500000US20191,20191,"Sumner County, Kansas",630
0500000US20193,20193,"Thomas County, Kansas",463
0500000US20195,20195,"Trego County, Kansas",542
0500000US20197,20197,"Wabaunsee County, Kansas",711
0500000US20199,20199,"Wallace County, Kansas",406
0500000US20201,20201,"Washington County, Kansas",460
0500000US20203,20203,"Wichita County, Kansas",598
0500000US20205,20205,"Wilson County, Kansas",596
0500000US20207,20207,"Woodson County, Kansas",558
0500000US20209,20209,"Wyandotte County, Kansas",777
0500000US21001,21001,"Adair County, Kentucky",505
0500000US21003,21003,"Allen County, Kentucky",588
0500000US21005,21005,"Anderson County, Kentucky",721
0500000US21007,21007,"Ballard County, Kentucky",611
0500000US21009,21009,"Barren County, Kentucky",594
0500000US21011,21011,"Bath County, Kentucky",589
0500000US21013,21013,"Bell County, Kentucky",478
0500000US21015,21015,"Boone County, Kentucky",905
0500000US21017,21017,"Bourbon County, Kentucky",690
0500000US21019,21019,"Boyd County, Kentucky",625
0500000US21021,21021,"Boyle County, Kentucky",637
0500000US21023,21023,"Bracken County, Kentucky",556
0500000US21025,21025,"Breathitt County, Kentucky",493
0500000US21027,21027,"Breckinridge County, Kentucky",529
0500000US21029,21029,"Bullitt County, Kentucky",769
0500000US21031,21031,"Butler County, Kentucky",534
0500000US21033,21033,"Caldwell County, Kentucky",534
0500000US21035,21035,"Calloway County, Kentucky",580
0500000US21037,21037,"Campbell County, Kentucky",748
0500000US21039,21039,"Carlisle County, Kentucky",571
0500000US21041,21041,"Carroll County, Kentucky",645
0500000US21043,21043,"Carter County, Kentucky",559
0500000US21045,21045,"Casey County, Kentucky",479
0500000US21047,21047,"Christian County, Kentucky",754
0500000US21049,21049,"Clark County, Kentucky",698
0500000US21051,21051,"Clay County, Kentucky",473
0500000US21053,21053,"Clinton County, Kentucky",528
0500000US21055,21055,"Crittenden County, Kentucky",492
0500000US21057,21057,"Cumberland County, Kentucky",454
0500000US21059,21059,"Daviess County, Kentucky",644
0500000US21061,21061,"Edmonson County, Kentucky",602
0500000US21063,21063,"Elliott County, Kentucky",445
0500000US21065,21065,"Estill County, Kentucky",545
0500000US21067,21067,"Fayette County, Kentucky",778
0500000US21069,21069,"Fleming County, Kentucky",497
0500000US21071,21071,"Floyd County, Kentucky",543
0500000US21073,21073,"Franklin County, Kentucky",687
0500000US21075,21075,"Fulton County, Kentucky",479
0500000US21077,21077,"Gallatin County, Kentucky",669
0500000US21079,21079,"Garrard County, Kentucky",630
0500000US21081,21081,"Grant County, Kentucky",715
0500000US21083,21083,"Graves County, Kentucky",575
0500000US21085,21085,"Grayson County, Kentucky",528
0500000US21087,21087,"Green County, Kentucky",524
0500000US21089,21089,"Greenup County, Kentucky",629
0500000US21091,21091,"Hancock County, Kentucky",539
0500000US21093,21093,"Hardin County, Kentucky",762
0500000US21095,21095,"Harlan County, Kentucky",456
0500000US21097,21097,"Harrison County, Kentucky",597
0500000US21099,21099,"Hart County, Kentucky",498
0500000US21101,21101,"Henderson County, Kentucky",612
0500000US21103,21103,"Henry County, Kentucky",700
0500000US21105,21105,"Hickman County, Kentucky",531
0500000US21107,21107,"Hopkins County, Kentucky",592
0500000US21109,21109,"Jackson County, Kentucky",523
0500000US21111,21111,"Jefferson County, Kentucky",749
0500000US21113,21113,"Jessamine County, Kentucky",771
0500000US21115,21115,"Johnson County, Kentucky",543
0500000US21117,21117,"Kenton County, Kentucky",747
0500000US21119,21119,"Knott County, Kentucky",479
0500000US21121,21121,"Knox County, Kentucky",545
0500000US21123,21123,"Larue County, Kentucky",657
0500000US21125,21125,"Laurel County, Kentucky",579
0500000US21127,21127,"Lawrence County, Kentucky",519
0500000US21129,21129,"Lee County, Kentucky",435
0500000US21131,21131,"Leslie County, Kentucky",438
0500000US21133,21133,"Letcher County, Kentucky",531
0500000US21135,21135,"Lewis County, Kentucky",438
0500000US21137,21137,"Lincoln County, Kentucky",569
0500000US21139,21139,"Livingston County, Kentucky",607
0500000US21141,21141,"Logan County, Kentucky",588
0500000US21143,21143,"Lyon County, Kentucky",419
0500000US21145,21145,"McCracken County, Kentucky",604
0500000US21147,21147,"McCreary County, Kentucky",556
0500000US21149,21149,"McLean County, Kentucky",490
0500000US21151,21151,"Madison County, Kentucky",647
0500000US21153,21153,"Magoffin County, Kentucky",478
0500000US21155,21155,"Marion County, Kentucky",554
0500000US21157,21157,"Marshall County, Kentucky",596
0500000US21159,21159,"Martin County, Kentucky",420
0500000US21161,21161,"Mason County, Kentucky",547
0500000US21163,21163,"Meade County, Kentucky",772
0500000US21165,21165,"Menifee County, Kentucky",511
0500000US21167,21167,"Mercer County, Kentucky",580
0500000US21169,21169,"Metcalfe County, Kentucky",504
0500000US21171,21171,"Monroe County, Kentucky",520
0500000US21173,21173,"Montgomery County, Kentucky",646
0500000US21175,21175,"Morgan County, Kentucky",504
0500000US21177,21177,"Muhlenberg County, Kentucky",531
0500000US21179,21179,"Nelson County, Kentucky",702
0500000US21181,21181,"Nicholas County, Kentucky",487
0500000US21183,21183,"Ohio County, Kentucky",533
0500000US21185,21185,"Oldham County, Kentucky",833
0500000US21187,21187,"Owen County, Kentucky",565
0500000US21189,21189,"Owsley County, Kentucky",351
0500000US21191,21191,"Pendleton County, Kentucky",583
0500000US21193,21193,"Perry County, Kentucky",535
0500000US21195,21195,"Pike County, Kentucky",616
0500000US21197,21197,"Powell County, Kentucky",543
0500000US21199,21199,"Pulaski County, Kentucky",598
0500000US21201,21201,"Robertson County, Kentucky",539
0500000US21203,21203,"Rockcastle County, Kentucky",522
0500000US21205,21205,"Rowan County, Kentucky",620
0500000US21207,21207,"Russell County, Kentucky",508
0500000US21209,21209,"Scott County, Kentucky",760
0500000US21211,21211,"Shelby County, Kentucky",796
0500000US21213,21213,"Simpson County, Kentucky",641
0500000US21215,21215,"Spencer County, Kentucky",598
0500000US21217,21217,"Taylor County, Kentucky",578
0500000US21219,21219,"Todd County, Kentucky",587
0500000US21221,21221,"Trigg County, Kentucky",569
0500000US21223,21223,"Trimble County, Kentucky",744
0500000US21225,21225,"Union County, Kentucky",543
0500000US21227,21227,"Warren County, Kentucky",692
0500000US21229,21229,"Washington County, Kentucky",556
0500000US21231,21231,"Wayne County, Kentucky",479
0500000US21233,21233,"Webster County, Kentucky",555
0500000US21235,21235,"Whitley County, Kentucky",573
0500000US21237,21237,"Wolfe County, Kentucky",489
0500000US21239,21239,"Woodford County, Kentucky",725
0500000US22001,22001,"Acadia Parish, Louisiana",535
0500000US22003,22003,"Allen Parish, Louisiana",522
0500000US22005,22005,"Ascension Parish, Louisiana",882
0500000US22007,22007,"Assumption Parish, Louisiana",626
0500000US22009,22009,"Avoyelles Parish, Louisiana",612
0500000US22011,22011,"Beauregard Parish, Louisiana",669
0500000US22013,22013,"Bienville Parish, Louisiana",482
0500000US22015,22015,"Bossier Parish, Louisiana",895
0500000US22017,22017,"Caddo Parish, Louisiana",742
0500000US22019,22019,"Calcasieu Parish, Louisiana",758
0500000US22021,22021,"Caldwell Parish, Louisiana",513
0500000US22023,22023,"Cameron Parish, Louisiana",727
0500000US22025,22025,"Catahoula Parish, Louisiana",473
0500000US22027,22027,"Claiborne Parish, Louisiana",617
0500000US22029,22029,"Concordia Parish, Louisiana",494
0500000US22031,22031,"De Soto Parish, Louisiana",589
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",842
0500000US22035,22035,"East Carroll Parish, Louisiana",450
0500000US22037,22037,"East Feliciana Parish, Louisiana",665
0500000US22039,22039,"Evangeline Parish, Louisiana",539
0500000US22041,22041,"Franklin Parish, Louisiana",496
0500000US22043,22043,"Grant Parish, Louisiana",729
0500000US22045,22045,"Iberia Parish, Louisiana",657
0500000US22047,22047,"Iberville Parish, Louisiana",626
0500000US22049,22049,"Jackson Parish, Louisiana",510
0500000US22051,22051,"Jefferson Parish, Louisiana",900
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",546
0500000US22055,22055,"Lafayette Parish, Louisiana",781
0500000US22057,22057,"Lafourche Parish, Louisiana",720
0500000US22059,22059,"LaSalle Parish, Louisiana",523
0500000US22061,22061,"Lincoln Parish, Louisiana",666
0500000US22063,22063,"Livingston Parish, Louisiana",793
0500000US22065,22065,"Madison Parish, Louisiana",517
0500000US22067,22067,"Morehouse Parish, Louisiana",561
